date	time	from	message	spam	debit	credit	otp	bill
May-06-2019	9:37	AXHDFCBK AXHDFCBK 	"UPDATE: INR 10,000.00 deposited in A/c XX2392 on 06-MAY-19 for UPI-NEELESH  SHARMA-neelesh110493@oksbi-SBIN0001069-912607613835-UPI.Avl bal:INR 13,618.62 subject to clearing  "					
Apr-28-2019	9:56	51466 51466 	"Arriving Today:Bio-Oil Specialist.. & 1 item will be delivered by AmzAgent(+911161264444 PIN 5321). Pay Rs.1,181 by Cash/Card. Track: http://amzn.in/d/07sKVf0  "					
May-28-2019	17:52	IMvONEMG IMvONEMG 	"Flash Sale, Today Only! Save 50% off on all lab tests using code FLASH50. Use it to book lab tests at your home. T&Cs apply Order now- http://nmc.sg/ehWdVt  "					
Jun-03-2019	19:20	AXBBQCOM AXBBQCOM 	"*THE BBQ COMPANY* present *Dawat-E-Lakhnavi* food festival, the widest spread of Lucknow food at your bbq table. Experience now. More Info. Res 8130131091/92/94  "					
Jun-04-2019	4:49	BZOVNSTR BZOVNSTR 	Monday Blues!! Enjoy Pizzas with #NextLevelCheese Try our 11-Inch Fully-Loaded Ovenstory Pizzas Get 50%OFF Code: LUNCH50 @ Bit.ly/ospizza  					
May-28-2019	16:45	IMSAVEHG IMSAVEHG 	Open Zero Balance A/c for DBT with Kotak Mahindra Bank & get Assured Cashbacks on transactions. Click   http://nmc.sg/ehbPa5 to avail this offer. *T&C  					
May-11-2019	23:18	AXvONEMG AXvONEMG 	Your Rs.100 1mgCash expires in 4 hours- Use it to order medicines. Also get 25% OFF + Rs.100 Paytm cashback*. Code: NEW25 Order now- http://nmc.sg/evYQTT  					
Apr-29-2019	15:09	BRGLOBAL BRGLOBAL 	"Congrats, Your latest credit score is EXCELLENT. Know more updates on your Credit Report here.   http://v3n.in/ZWPPKLHYLMLP  "					
May-09-2019	9:04	AXHDFCBK AXHDFCBK 	"DEAR CARDMEMBER, PAYMENT OF Rs. 2037.00 RECEIVED TOWARDS YOUR CREDIT CARD ENDING 1018 THROUGH Autopay ON 9-5-2019.YOUR AVAILABLE LIMIT IS RS. 176019.16  "					
May-05-2019	11:54	AD650016 AD650016 	"Song with NameTune! Set Song,Devotional & Celebrity Tunes as Hello Tune on Airtel,dial 567895(tollfree) For Contest,Cricket,Astro and more,dial 56789(tollfree)  "					
Apr-18-2019	18:06	ADMMMCOM ADMMMCOM 	"Hi NEELESHSHARMASHARMA, Put your gold on work. Get Gold Loan upto Rs.5 lakhs with your KYC only. LTV upto 75%. Call us @ 7290033647  "					
May-03-2019	22:42	IM401127 IM401127 	ICECREAM!  Now that we have your attention  Gift yourself something sweet this weekend. 20% OFF* on all desserts! Use Code: SUMMER20 on SweetTruth.in  					
May-24-2019	21:46	AD520406 AD520406 	Did you check out the latest prices for outstation taxis with GOZOCABS ? Login to GOZOCABS.COM for exciting offers and save up to 40% on your costs!  					
May-17-2019	12:01	SingX SingX 	"Your transfer order# SGIN00306519, has been cleared by the receiving bank, the receiver BASANT KUMAR SHARMA will receive INR 153420.30 within 1-3 working hours (India time). Thank you for using SingX!  "					
Apr-13-2019	17:55	AXATMSBI AXATMSBI 	"Dear Customer, never ever share your Card number, expiry date, CVV, PIN, OTP, password with anyone. This can be misused. Bank never asks for such details.  "					
Apr-24-2019	18:07	IMPZCRDT IMPZCRDT 	"Existing credit card holder! You are eligible for Card with features like ZERO FEES, Free Movie tickets & Fuels, Cashbacks & more Apply http://nmc.sg/dDbO5j  "					
Apr-06-2019	21:21	HSBCSG HSBCSG 	"HSBCSG: 08APR2019 21:21 Purchase at BAO TODAY on *** 0044 for SGD12.95. For assistance, call us at 18004722669 or +6564722669.  "					
May-23-2019	9:08	HSBCSG HSBCSG 	"HSBCSG: 22MAY Transfer to basic account SGD 7,000.00+  "					
Apr-16-2019	20:24	AXMYLESC AXMYLESC 	YAY! It's a Long weekend ahead! Book car of your choice from 38+ car models with Myles. Visit http://bit.ly/2Gi2d7 T&C apply.  					
Apr-17-2019	12:37	121 121 	"Roaming info: Now roam freely without fear of bill shocks. In case you have not subscribed for a roaming pack and your usage charges/day exceeds Rs.499, we will automatically activate UNLIMITED Min free incoming calls, 500 MB data, 100 mins of free local/calls to India & 100 SMS for that day without any extra cost. For details, call +919910099100 (International tollfree) or click www.airtel.in/ir (data charges apply). Airtel wishes you a happy stay. Special offer for Airtel customers. Get 25% instant discount on your International Hotel booking with MakeMyTrip. Use Code: IHAIRTEL and book at applinks.makemytrip.com/SMsf/c4W8jxoQVH T&C Apply - bit.ly/2hVm4f7  "					
May-06-2019	19:24	51466 51466 	"Dispatched: Dr. Morepen BG-03 Gluco One Glucometer, 25 Strips (Multicolor) will reach you by 09-May. Track at http://amzn.in/d/7nzUrJT  "					
May-04-2019	13:51	AXHLTCHK AXHLTCHK 	Get rid of skin problems. Use Natural Vibes Tea Tree Facewash + Serum NOW. Get 80% LybrateCash + 100% PayPal CASHBACK*. Give a missed call to 7208085710  					
May-05-2019	13:25	BRNWCARD BRNWCARD 	"Hello, signup for free with ClearScore and enjoy best deals on credit cards and loans   http://v3n.in/ZWPPKLHYLMKN  "					
Jun-08-2019	17:02	AXHDFCBK AXHDFCBK 	"DEAR CARDMEMBER, PAYMENT OF Rs. 4572.00 RECEIVED TOWARDS YOUR CREDIT CARD ENDING 1018 THROUGH Netbanking ON 8-6-2019.YOUR AVAILABLE LIMIT IS RS. 179432.34  "					
Apr-18-2019	12:56	AXTALIFE AXTALIFE 	"We invite you for Face 2 Face service camp on 19th March 2019 to know about the unique features of your plan & to maximize benefits from your policy at our branch Mezzanine Floor, Bhavani Plaza, Near 4th Bridge, 1230 Napier Town, Jabalpur - 482001 (10am-5pm)   "					
May-10-2019	17:17	ADBBQCOM ADBBQCOM 	"The Bbq Company at your door steps,yes it is true we deliver. Order now from ZOMATO.  https://www.zomato.com/ncr/the-barbeque-company-jail-road-new-delhi/order  "					
Jun-08-2019	20:02	VKTRAVEL VKTRAVEL 	Book flights @Zero Convenience Fees & Zero Cancellation Fees. Use PromoCode: DoubleDeal  Hurry! Download EaseMyTrip Mobile APP now. click: http://bit.ly/emt6app  					
May-19-2019	12:09	AXHDFCBN AXHDFCBN 	Let the coolest deals make your summer breezy! HDFC Bank Easy EMI brings you summer electronics at a discount. https://h16.pctr.co/CCE5CA5A  					
Jun-03-2019	17:25	ADHDFCBN ADHDFCBN 	Upgrade to a bigger TV this Cricket season! Get upto 10% CashBack+2500 Reward Points  when you shop with EasyEMI on Credit Card. Click: resu.io/MCKH7HZME2Iz T&C  					
May-19-2019	9:00	1065813919 1065813919 	ÒÇÉõ©¡Õø¢þº╗Õè¿ 139Úé«þ«▒ÒÇæµü¡Õû£µé¿ÞÄÀÕ¥ùõ©¡Õø¢þº╗Õè¿139Úé«þ«▒ÔÇ£µû░õ║║þñ╝ÕîàÔÇØ´╝îþé╣Õç╗ http://y.10086.cn/t/eL1305E3qW8F1A   µƒÑþ£ïÚé«õ╗ÂÚóåÕÅû´╝îÕø×QÕà│Úù¡ÚÇÜþƒÑ  					
May-18-2019	14:50	57575751 57575751 	Use 163618 as your login code for Tantan. (Account Kit by Facebook)  					
Apr-28-2019	11:06	51466 51466 	Pay Rs 1181.00 for your incoming Amazon order Lotus H... Click to Pay: http://amzn.in/8wT08Eg   					
Apr-30-2019	12:23	HSBCSG HSBCSG 	"HSBCSG: 30APR2019 12:22 Purchase at KOMALA'S RESTAURANTS AR on *** 0044 for SGD7.60. For assistance, call us at 18004722669 or +6564722669.  "					
May-08-2019	22:02	HSBCSG HSBCSG 	"HSBCSG: 08MAY2019 22:02 Purchase at GRAB *140998087-9-134 on *** 0044 for SGD11.90. For assistance, call us at 18004722669 or +6564722669.  "					
Jun-01-2019	15:48	AXLSKART AXLSKART 	2-DAY EID SALE on Lenskart AIR EYEWEAR! 11 gms|Super Flexible|Unbreakable | BUY1 GET1 @ 1500 + Extra 10% Off CODE: EID App: lskt.me/p3 Store: lskt.me/u3 T&C  					
May-07-2019	21:20	GRAB GRAB 	529779 is your Grab Activation Code (GAC). It expires in 2 minutes.  					
May-21-2019	23:09	IMHDFCBK IMHDFCBK 	Ur transaction on HDFC Bank CREDIT Card ending 1018 for Rs. 2.00  has been credited/reversed by AY5SPT356 on 2019-05-21:20:39:14  					
Apr-26-2019	22:14	AXHDFCBN AXHDFCBN 	You've got Rs. 100 CashBack! Simply shop for Rs.2500 or more and get Rs.100 as CashBack today. Know more: www.gs.im/b/?UQ51Ll0dQoVhY  					
Apr-28-2019	10:39	51466 51466 	Pay Rs 1181.00 for your incoming Amazon order Lotus H... Click to Pay: http://amzn.in/8wT08Eg   					
Jun-06-2019	18:02	HSBCRetail HSBCRetail 	"<ADV> Get free train & bus rides worth up to S$10 with HSBC Visa Debit Card when you tap to pay with your card or Apple Pay from now till 5 Jul 19. To pay with your card, simply switch the payment mode of your card to contactless payment at the General Ticketing Machine located at any train station. T&Cs at hsbc.com.sg/tap Unsub, SMS <UN> to 74722  "					
Jun-05-2019	19:08	51466 51466 	"We could not deliver Lotus Herbals Lip Balm, Strawberry, 5g as we could not contact you on the phone. Re-attempt on next working day. http://amzn.in/d/6ugfBUE  "					
May-30-2019	22:31	AXMYLESC AXMYLESC 	"Weekend plans? Book now for Creta, i10 grand, Swift, Ecosport & get Flat 1000 off. Use code: HAPPY Visit http://bit.ly/2IA8XZ T&C apply  "					
May-28-2019	14:46	IMHDFCBN IMHDFCBN 	InvestNow- Your very own personalized investment advisor!  Smart Investments a few clicks away: Click  resu.io/A7U67HZME2PO  Mutual Funds tab > Click InvestNow banner.  					
May-13-2019	11:42	51466 51466 	Pay Rs 183.00 for your incoming Amazon order Mamaear... Click to Pay: http://amzn.in/3HA5Erj   					
Apr-18-2019	21:29	2901 2901 	"Congratulations! You have been granted with free Internet 1GB/day (12am-8am) for life and one time 300MB, redeem now by dialling *888*1#  "					
May-19-2019	14:35	IMHDFCBN IMHDFCBN 	It's our 25th Birthday! 25% OFF at Book My Show! Enjoy this offer exclusively using your HDFC Bank Credit Card 1018  Know more:  resu.io/VMVP7HZME28V T&C  					
May-14-2019	21:53	HSBCSG HSBCSG 	"HSBCSG: 14MAY2019 21:50 Purchase at FINEST 111 SOMERSET on *** 0044 for SGD5.85. For assistance, call us at 18004722669 or +6564722669.  "					
May-28-2019	19:43	ADHDFCBK ADHDFCBK 	Instant Loan against your Mutual Funds! Fill up form to get a call back: resu.io/5KSX7HZME2nh.  No documentation | Instant Disbursement | Pay only on Utilized amount  					
Apr-22-2019	19:18	IMPZLIFE IMPZLIFE 	Rs.500 & 2 mins to try Mutual Funds.See your money grow with Paisabazaar. Mutual Funds Sahi Hai http://nmc.sg/dM28yU  					
Apr-18-2019	21:29	20000 20000 	"Get MyDigi app to enjoy all-in-one access to your Digi account, bills, live chat support and app-exclusive rewards! Download the app now: http://digi.my/myapp  "					
May-22-2019	20:10	IMPZLENT IMPZLENT 	Instant personal loan starting from just 10.99% for people above Rs 30000 monthly salary. Disbursal in just 48Hrs.Click http://nmc.sg/eL7ytS to apply.  					
Apr-12-2019	13:26	AXHDFCBK AXHDFCBK 	"Your PB is unable to contact you! Call Tanuja chaturvedi @ 66415718 for any banking need. Do check & invest in our FD/RD, for best rate click here: bit.ly/2TqCdKA  "					
May-25-2019	22:48	AXvONEMG AXvONEMG 	Your Rs.100 1mgCash expires in 4 hours- Use it to order medicines and get 25% OFF + up to Rs.200 Paytm Cashback* Code: NEW25 Order - http://nmc.sg/ezYSMV  					
Jun-06-2019	12:31	51466 51466 	Arriving Today: Jockey Men's Plain ... & 1 item will be delivered by AmzAgent(+911246811004 PIN 3469). Pay Rs.358 by Cash/Card. Track: http://amzn.in/d/5iw57Sm  					
May-16-2019	22:57	SingX SingX 	129363 is your verification OTP for fund Transfer.  					
May-18-2019	15:42	BTLSKART BTLSKART 	Rs.3000 credited in Lenskart acc. for 2 days  New Katrina Range-2 Eye/Sunglasses @999  Now in 500 Stores Install app lskt.me/p5 to claim   Store lskt.me/o5 T&C  					
May-11-2019	14:02	IDPTHLAB IDPTHLAB 	"Full Body Checkup @ Home(91+)Test Rs1199 With Free Doctor Advice Vitamin D & B12,Bones Heart, Kidney, Liver, CBC, Diabetes, Thyroid, Urine Misscall@ 8929313784  "					
Jun-08-2019	14:36	AXSBIUPI AXSBIUPI 	"Dear SBI UPI User, your account is credited INR 800.00 on Date 2019-06-08 12:06:10 PM by UPI Ref No 915912016393  "					
May-04-2019	13:40	AXFMJEAN AXFMJEAN 	"Flying Machine's WOW Weekend offer: BUY 2 get 1 FREE on ALL cool styles. HURRY, offer valid only this weekend 4th-5th May. Shop NOW @Flying Machine T&C  "					
May-05-2019	16:01	AXCOMPRE AXCOMPRE 	"Don't wait for time to run out, protect your family. Life insurance of Rs. 1 cr starting at Rs. 563/month http://nmc.sg/ejP2kR  "					
Jun-03-2019	20:49	HSBCSG HSBCSG 	"HSBCSG: 03JUN2019 20:48 Purchase at GRAB *140998087-9-156 on *** 0044 for SGD11.90. For assistance, call us at 18004722669 or +6564722669.  "					
Apr-20-2019	16:33	BRSTNCRD BRSTNCRD 	"Hi Dear,  Platinum Credit Card with Special Offers for You. Apply Now   http://v3n.in/ZWPPKLHYLAZQ  "					
Apr-26-2019	10:55	HSBCSG HSBCSG 	"HSBCSG: 26APR2019 10:55 Purchase at GRAB *140998087-9-119 on *** 0044 for SGD11.00. For assistance, call us at 18004722669 or +6564722669.  "					
May-12-2019	19:35	MDBHROUZ MDBHROUZ 	A Rendezvous with Royalty! Indulge in Royal Behrouz Biryanis such as Dum Gosht Biryani & more Flat Rs. 75 OFF* Code - BB75 Order@ bit.ly/BehrouzWeb  					
May-27-2019	18:25	TXBDYSHP TXBDYSHP 	Stock up on your Summer Essentials. Last Day Today to Get 20% Off on any 4. Online Exclusive! Shop NOW! - http://bit.ly/2I2HGCf  					
Apr-26-2019	19:50	ADHDFCBN ADHDFCBN 	Continue to get your salary credit in your HDFC Bank Salary a/c to avail the privileges. Update your Company details here:  resu.io/BDYW7HZME2iF  Kindly ignore if you have already credited your salary.  					
May-18-2019	16:19	VK075188 VK075188 	[DiDi]831982 is your Verification Code. This code will expire in 5 minutes. Please do not disclose it for security purpose.  					
Apr-27-2019	15:06	BRNOTIFI BRNOTIFI 	"Rs.20 Crores in winnings on Dream11, Play &Win.   http://v3n.in/ZWPPKLHYLMLL  "					
May-19-2019	12:17	59039004 59039004 	Use 341662 as your login code for Tantan. (Account Kit by Facebook)  					
May-03-2019	12:48	BWHAPYGO BWHAPYGO 	Dear customer!Here is your welcome back gift! Enjoy flat Rs.780 off on flights with code: HEGMAY780. it has been sent to your HEG account:neelesh110493@....com. Book now with the lowest Air Fare in India: [http://bit.ly/2GiF7eH]  					
May-29-2019	12:02	HPNETMED HPNETMED 	Flat 20% OFF on meds + 10% NMS Cash Use code: NMSMAHI40 Extra up to Rs. 400 Amazon Pay Cashback* (FLAT 10%) *T&C Apply https://nms-rx.com/may29_tm  					
May-31-2019	14:43	BZFAASOS BZFAASOS 	Happy Ending: FLASH SALE!! All wraps @ Rs 99 - Wrappy Hours Only For Today. Order @ bit.ly/WebFaasos Upto Rs. 100 cashback On Paytm Hurry Order Now!  					
May-21-2019	15:51	BWHAPYGO BWHAPYGO 	Dear customer!Here is your welcome back gift! Enjoy flat Rs.750 off on flights with code: HEGMAY750. it has been sent to your HEG account:neelesh110493@....com. Book now with the lowest Air Fare in India: [http://bit.ly/2GiF7eH]  					
Apr-18-2019	21:29	2901 2901 	Reload RM5 more this week and get free IDD usage   					
May-12-2019	14:33	InstaReM InstaReM 	Use 571690 as the verification code to confirm your mobile number. This verification code is confidential and is valid for 5 minutes  					
May-26-2019	10:25	HSBCSG HSBCSG 	"HSBCSG: 27MAY2019 10:25 Purchase at GRAB *66A96A244652443B on *** 0044 for SGD20.00. For assistance, call us at 18004722669 or +6564722669.  "					
Jun-04-2019	12:04	GRAB GRAB 	967059 is your Grab Activation Code (GAC). It expires in 2 minutes.  					
May-06-2019	13:04	AXHDFCBK AXHDFCBK 	Your Bank a/c ****2392 will be debited for Rs.2037 towards payment of HDFCBank CreditCard ending 1018 on 09/MAY/2019. Kindly ignore if paid.  					
Apr-29-2019	19:15	IMPZURCC IMPZURCC 	"Existing credit card holder! You are eligible for Card with features like ZERO FEES, Free Movie tickets & Fuels, Cashbacks & more Apply http://nmc.sg/dX8TVU  "					
Apr-27-2019	11:59	AWAIRBIL AWAIRBIL 	"Bill dated 09-APR-19 for Rs 530 is due today for your Airtel No. 7417959514. Pay immediately to avoid late fee. To pay via app using cards/netbanking/Airtel payments bank, click http://www.airtel.in/5/coll or visit an Airtel Store. Ignore if paid.  "					
Jun-06-2019	21:37	HSBCSG HSBCSG 	"HSBCSG: 06JUN2019 21:30 Purchase at 7-ELEVEN #8 on *** 0044 for SGD13.90. For assistance, call us at 18004722669 or +6564722669.  "					
Jun-06-2019	20:29	HSBCSG HSBCSG 	"HSBCSG: 06JUN2019 20:29 Purchase at GV DBO on *** 0044 for SGD36.00. For assistance, call us at 18004722669 or +6564722669.  "					
Apr-20-2019	12:57	AXHDFCBK AXHDFCBK 	"Dear Customer, E-stmt for HDFCBank CreditCard 1018 will be sent to your Email ID. Min Due Rs.200 Total Due Rs.2037. Payment due by 09/MAY/2019.  "					
May-16-2019	20:22	IMPZAHUT IMPZAHUT 	Waiting for the weekend to party? Pizza Hut's Tastiest Pan Pizzas now starting @ Rs.99 everyday. Walk-In or Order @ PH99.in/Cy0vfg T&C  					
May-23-2019	16:10	IMNOLIMT IMNOLIMT 	Open Zero Balance A/c for DBT with Kotak Mahindra Bank & get Assured Cashbacks on transactions. Click   http://nmc.sg/e9TYZD to avail this offer. *T&C  					
May-16-2019	17:54	VKBBQCOM VKBBQCOM 	"The Bbq Company at your door steps,yes it is true we deliver. Order now from ZOMATO.  https://www.zomato.com/ncr/the-barbeque-company-jail-road-new-delhi/order  "					
May-30-2019	17:37	121 121 	"Roaming info: Now roam freely without fear of bill shocks. In case you have not subscribed for a roaming pack and your usage charges/day exceeds Rs.499, we will automatically activate UNLIMITED Min free incoming calls, 500 MB data, 100 mins of free local/calls to India & 100 SMS for that day without any extra cost. For details, call +919910099100 (International tollfree) or click www.airtel.in/ir (data charges apply). Airtel wishes you a happy stay. Special offer for Airtel customers. Get 25% instant discount on your International Hotel booking with MakeMyTrip. Use Code: IHAIRTEL and book at applinks.makemytrip.com/SMsf/c4W8jxoQVH T&C Apply - bit.ly/2hVm4f7  "					
Jun-08-2019	19:37	HPFABHTL HPFABHTL 	"Fab Flash Sale is Live! Get up to 60% + Extra 30% OFF on 400+ FabHotels. Click http://t1x.in/aK47pjPLsJsk1j to Book now! Hurry, valid till midnight only!  "					
May-02-2019	19:17	ADPZAHUT ADPZAHUT 	"Celebrate your board result at Pizza hut, Get any personal pan pizza @ just Rs.49. Valid for 2 days after declaration of result. Valid only at Pizzahut cyber hub(0124-4949615). T&C  "					
Jun-07-2019	19:23	HSBCSG HSBCSG 	"HSBCSG: 07JUN2019 19:23 Purchase at 7-ELEVEN #386 on *** 0044 for SGD20.10. For assistance, call us at 18004722669 or +6564722669.  "					
Apr-11-2019	0:57	HSBCSG HSBCSG 	"HSBCSG: 11APR2019 00:57 Purchase at GRAB *1409980872002702 on *** 0044 for SGD20.00. For assistance, call us at 18004722669 or +6564722669.  "					
May-07-2019	21:43	ADPAYZAP ADPAYZAP 	"ALERT! Claim your Rs.3,000* CashBack now: resu.io/US677HZME29w Transact on PayZapp to use Bill Payments, BookMyShow, BigBasket, Flipkart & more. *T&C apply  "					
May-23-2019	11:48	HSBCSG HSBCSG 	"HSBCSG: 23MAY Transfer from basic account SGD 7,024.50- to SingX Singapore for to singx to paa  "					
Apr-12-2019	14:30	BZFAASOS BZFAASOS 	Enjoy Navratri Special Meal Order Fasting dishes Sabudana Khichdi Sabudana Kheer & More Buy 1 Get 1 Free Code-GET2 10% CB on Amazon Pay Order @ bit.ly/AppFaasos  					
Jun-07-2019	23:29	BZHDFCSL BZHDFCSL 	"Dear Customer, Your request for Mutual Fund Purchase transaction is rejected on account of INSUFFICIENT FUNDS on 07-June-2019  For details, kindly call on (prefix STD code) 39019400 or your Relationship Manager.  "					
Apr-05-2019	18:09	HSBCSG HSBCSG 	"HSBCSG: 05APR2019 18:09 Purchase at COLD STORAGE - MARINA ON on *** 0044 for SGD118.00. For assistance, call us at 18004722669 or +6564722669.  "					
